2019-04-11 23:09:34 INFO - Client request 220 requesting room CG04 on day 6, timeslot 9-10, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 221 requesting room L221 on day 1, timeslot 1-2, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 214 requesting room XG14 on day 3, timeslot 11-12, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 222 requesting room XG14 on day 6, timeslot 9-10, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 224 requesting room CG04 on day 3, timeslot 9-10, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 225 requesting room T101 on day 2, timeslot 9-10, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 223 requesting room CG04 on day 6, timeslot 11-12, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 227 requesting room CG04 on day 6, timeslot 10-11, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 226 requesting room L221 on day 4, timeslot 12-1, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 229 requesting room CG04 on day 1, timeslot 12-1, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 228 requesting room L221 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 230 requesting room L221 on day 5, timeslot 9-10, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 231 requesting room XG14 on day 4, timeslot 9-10, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 232 requesting room XG14 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 234 requesting room CG04 on day 5, timeslot 10-11, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 236 requesting room L221 on day 5, timeslot 10-11, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 233 requesting room T101 on day 3, timeslot 9-10, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 235 requesting room CG04 on day 5, timeslot 1-2, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 243 requesting room L221 on day 4, timeslot 12-1, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 242 requesting room CG04 on day 1, timeslot 12-1, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 218 requesting room T101 on day 5, timeslot 12-1, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 245 requesting room T101 on day 2, timeslot 9-10, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 244 requesting room XG14 on day 1, timeslot 11-12, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 247 requesting room CG04 on day 4, timeslot 11-12, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 213 requesting room L221 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 215 requesting room XG14 on day 2, timeslot 9-10, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 248 requesting room L221 on day 1, timeslot 1-2, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 246 requesting room CG04 on day 5, timeslot 12-1, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 217 requesting room XG14 on day 3, timeslot 1-2, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 223 requesting room CG04 on day 3, timeslot 10-11, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 219 requesting room CG04 on day 3, timeslot 12-1, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 222 requesting room CG04 on day 6, timeslot 10-11, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 243 requesting room XG14 on day 1, timeslot 12-1, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 242 requesting room CG04 on day 6, timeslot 9-10, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 234 requesting room CG04 on day 1, timeslot 12-1, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 231 requesting room XG14 on day 6, timeslot 10-11, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 232 requesting room T101 on day 6, timeslot 1-2, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 235 requesting room CG04 on day 4, timeslot 12-1, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 236 requesting room XG14 on day 5, timeslot 1-2, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 211 requesting room L221 on day 2, timeslot 10-11, at 6 seconds 
2019-04-11 23:09:34 INFO - Client request 249 requesting room T101 on day 6, timeslot 12-1, at 6 seconds 
2019-04-11 23:09:35 INFO - Client request 250 requesting room CG04 on day 5, timeslot 1-2, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 251 requesting room XG14 on day 6, timeslot 12-1, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 250 requesting room XG14 on day 1, timeslot 10-11, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 252 requesting room CG04 on day 6, timeslot 9-10, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 256 requesting room CG04 on day 2, timeslot 10-11, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 254 requesting room L221 on day 5, timeslot 10-11, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 255 requesting room T101 on day 6, timeslot 1-2, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 257 requesting room CG04 on day 5, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 253 requesting room T101 on day 3, timeslot 1-2, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 254 requesting room CG04 on day 1, timeslot 1-2, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 258 requesting room CG04 on day 4, timeslot 9-10, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 251 requesting room T101 on day 4, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 255 requesting room XG14 on day 5, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 253 requesting room CG04 on day 5, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 259 requesting room T101 on day 1, timeslot 1-2, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 260 requesting room T101 on day 2, timeslot 9-10, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 253 requesting room CG04 on day 4, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 251 requesting room XG14 on day 5, timeslot 10-11, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 261 requesting room L221 on day 5, timeslot 9-10, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 260 requesting room L221 on day 3, timeslot 9-10, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 255 requesting room XG14 on day 5, timeslot 12-1, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 259 requesting room T101 on day 6, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 262 requesting room T101 on day 3, timeslot 9-10, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 255 requesting room T101 on day 4, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 262 requesting room L221 on day 4, timeslot 12-1, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 259 requesting room L221 on day 5, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 255 requesting room CG04 on day 4, timeslot 10-11, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 263 requesting room L221 on day 1, timeslot 9-10, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 262 requesting room XG14 on day 2, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 263 requesting room XG14 on day 6, timeslot 9-10, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 255 requesting room CG04 on day 3, timeslot 10-11, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 264 requesting room L221 on day 3, timeslot 9-10, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 255 requesting room L221 on day 3, timeslot 10-11, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 255 requesting room L221 on day 1, timeslot 9-10, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 266 requesting room XG14 on day 4, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 265 requesting room T101 on day 1, timeslot 12-1, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 267 requesting room L221 on day 2, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 255 requesting room T101 on day 1, timeslot 10-11, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 265 requesting room CG04 on day 6, timeslot 12-1, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 255 requesting room L221 on day 3, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 268 requesting room T101 on day 4, timeslot 11-12, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 268 requesting room XG14 on day 6, timeslot 10-11, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 269 requesting room XG14 on day 4, timeslot 10-11, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 269 requesting room XG14 on day 2, timeslot 10-11, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 270 requesting room CG04 on day 2, timeslot 9-10, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 272 requesting room CG04 on day 5, timeslot 9-10, at 7 seconds 
2019-04-11 23:09:35 INFO - Client request 271 requesting room T101 on day 3, timeslot 1-2, at 7 seconds 
2019-04-11 23:09:36 INFO - Client request 273 requesting room T101 on day 1, timeslot 9-10, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 274 requesting room L221 on day 5, timeslot 9-10, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 276 requesting room L221 on day 4, timeslot 10-11, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 275 requesting room T101 on day 5, timeslot 9-10, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 277 requesting room CG04 on day 3, timeslot 12-1, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 278 requesting room T101 on day 6, timeslot 10-11, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 279 requesting room CG04 on day 3, timeslot 1-2, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 281 requesting room L221 on day 1, timeslot 12-1, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 273 requesting room T101 on day 4, timeslot 11-12, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 282 requesting room T101 on day 6, timeslot 11-12, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 280 requesting room XG14 on day 5, timeslot 1-2, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 275 requesting room CG04 on day 2, timeslot 1-2, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 276 requesting room T101 on day 1, timeslot 11-12, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 274 requesting room L221 on day 4, timeslot 1-2, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 283 requesting room CG04 on day 1, timeslot 1-2, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 279 requesting room CG04 on day 1, timeslot 9-10, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 281 requesting room L221 on day 6, timeslot 11-12, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 278 requesting room T101 on day 2, timeslot 10-11, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 277 requesting room T101 on day 1, timeslot 10-11, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 276 requesting room CG04 on day 2, timeslot 9-10, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 284 requesting room L221 on day 5, timeslot 10-11, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 284 requesting room L221 on day 6, timeslot 9-10, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 285 requesting room L221 on day 5, timeslot 10-11, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 286 requesting room L221 on day 5, timeslot 1-2, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 285 requesting room CG04 on day 3, timeslot 10-11, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 286 requesting room T101 on day 5, timeslot 1-2, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 288 requesting room T101 on day 2, timeslot 9-10, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 289 requesting room L221 on day 3, timeslot 1-2, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 290 requesting room XG14 on day 4, timeslot 1-2, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 287 requesting room XG14 on day 4, timeslot 9-10, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 285 requesting room T101 on day 4, timeslot 11-12, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 286 requesting room XG14 on day 4, timeslot 1-2, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 291 requesting room XG14 on day 5, timeslot 9-10, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 292 requesting room L221 on day 2, timeslot 9-10, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 293 requesting room CG04 on day 2, timeslot 12-1, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 294 requesting room T101 on day 6, timeslot 11-12, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 295 requesting room T101 on day 6, timeslot 12-1, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 297 requesting room T101 on day 1, timeslot 12-1, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 296 requesting room CG04 on day 2, timeslot 1-2, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 289 requesting room XG14 on day 4, timeslot 10-11, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 299 requesting room CG04 on day 3, timeslot 10-11, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 298 requesting room T101 on day 6, timeslot 10-11, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 291 requesting room T101 on day 4, timeslot 12-1, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 301 requesting room XG14 on day 1, timeslot 10-11, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 302 requesting room L221 on day 2, timeslot 9-10, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 300 requesting room XG14 on day 4, timeslot 10-11, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 289 requesting room XG14 on day 5, timeslot 1-2, at 8 seconds 
2019-04-11 23:09:36 INFO - Client request 297 requesting room L221 on day 5, timeslot 12-1, at 8 seconds 
2019-04-11 23:09:37 INFO - Client request 303 requesting room T101 on day 4, timeslot 1-2, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 305 requesting room L221 on day 6, timeslot 11-12, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 304 requesting room L221 on day 3, timeslot 10-11, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 307 requesting room L221 on day 1, timeslot 11-12, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 309 requesting room XG14 on day 6, timeslot 10-11, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 306 requesting room CG04 on day 5, timeslot 9-10, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 308 requesting room T101 on day 3, timeslot 9-10, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 311 requesting room XG14 on day 4, timeslot 9-10, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 310 requesting room T101 on day 3, timeslot 10-11, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 312 requesting room L221 on day 3, timeslot 9-10, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 314 requesting room L221 on day 5, timeslot 10-11, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 313 requesting room CG04 on day 1, timeslot 1-2, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 305 requesting room CG04 on day 3, timeslot 10-11, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 303 requesting room T101 on day 5, timeslot 9-10, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 304 requesting room T101 on day 6, timeslot 9-10, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 315 requesting room CG04 on day 3, timeslot 12-1, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 306 requesting room CG04 on day 3, timeslot 10-11, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 309 requesting room XG14 on day 1, timeslot 12-1, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 316 requesting room XG14 on day 1, timeslot 11-12, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 312 requesting room CG04 on day 4, timeslot 1-2, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 314 requesting room CG04 on day 5, timeslot 9-10, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 310 requesting room CG04 on day 2, timeslot 11-12, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 313 requesting room CG04 on day 6, timeslot 12-1, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 318 requesting room CG04 on day 5, timeslot 10-11, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 317 requesting room CG04 on day 1, timeslot 10-11, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 305 requesting room L221 on day 4, timeslot 1-2, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 304 requesting room CG04 on day 4, timeslot 1-2, at 9 seconds 
2019-04-11 23:09:37 INFO - Client request 319 requesting room L221 on day 6, timeslot 1-2, at 9 seconds 
